symbol,start,end,download_start_date_str,download_end_date_str,download_start_month_str,download_end_month_str
RESOLVUSDT,2025-06-11,2026-01-20,2025-06-11,2026-01-19,2025-06,2025-12
HOMEUSDT,2025-06-12,2026-01-20,2025-06-12,2026-01-19,2025-06,2025-12
SPKUSDT,2025-06-17,2026-01-20,2025-06-17,2026-01-19,2025-06,2025-12
NEWTUSDT,2025-06-24,2026-01-20,2025-06-24,2026-01-19,2025-06,2025-12
SAHARAUSDT,2025-06-26,2026-01-20,2025-06-26,2026-01-19,2025-06,2025-12
LAUSDT,2025-07-09,2026-01-20,2025-07-09,2026-01-19,2025-07,2025-12
ERAUSDT,2025-07-17,2026-01-20,2025-07-17,2026-01-19,2025-07,2025-12
CUSDT,2025-07-18,2026-01-20,2025-07-18,2026-01-19,2025-07,2025-12
TREEUSDT,2025-07-29,2026-01-20,2025-07-29,2026-01-19,2025-07,2025-12
A2ZUSDT,2025-07-30,2026-01-20,2025-07-30,2026-01-19,2025-07,2025-12
TOWNSUSDT,2025-08-05,2026-01-20,2025-08-05,2026-01-19,2025-08,2025-12
PROVEUSDT,2025-08-05,2026-01-20,2025-08-05,2026-01-19,2025-08,2025-12
BFUSDUSDT,2025-08-13,2026-01-20,2025-08-13,2026-01-19,2025-08,2025-12
PLUMEUSDT,2025-08-18,2026-01-20,2025-08-18,2026-01-19,2025-08,2025-12
DOLOUSDT,2025-08-27,2026-01-20,2025-08-27,2026-01-19,2025-08,2025-12
MITOUSDT,2025-08-29,2026-01-20,2025-08-29,2026-01-19,2025-08,2025-12
WLFIUSDT,2025-09-01,2026-01-20,2025-09-01,2026-01-19,2025-09,2025-12
SOMIUSDT,2025-09-02,2026-01-20,2025-09-02,2026-01-19,2025-09,2025-12
OPENUSDT,2025-09-08,2026-01-20,2025-09-08,2026-01-19,2025-09,2025-12
USDEUSDT,2025-09-09,2026-01-20,2025-09-09,2026-01-19,2025-09,2025-12
LINEAUSDT,2025-09-10,2026-01-20,2025-09-10,2026-01-19,2025-09,2025-12
HOLOUSDT,2025-09-11,2026-01-20,2025-09-11,2026-01-19,2025-09,2025-12
PUMPUSDT,2025-09-11,2026-01-20,2025-09-11,2026-01-19,2025-09,2025-12
AVNTUSDT,2025-09-15,2026-01-20,2025-09-15,2026-01-19,2025-09,2025-12
ZKCUSDT,2025-09-15,2026-01-20,2025-09-15,2026-01-19,2025-09,2025-12
SKYUSDT,2025-09-17,2026-01-20,2025-09-17,2026-01-19,2025-09,2025-12
BARDUSDT,2025-09-18,2026-01-20,2025-09-18,2026-01-19,2025-09,2025-12
0GUSDT,2025-09-22,2026-01-20,2025-09-22,2026-01-19,2025-09,2025-12
HEMIUSDT,2025-09-23,2026-01-20,2025-09-23,2026-01-19,2025-09,2025-12
XPLUSDT,2025-09-25,2026-01-20,2025-09-25,2026-01-19,2025-09,2025-12
MIRAUSDT,2025-09-26,2026-01-20,2025-09-26,2026-01-19,2025-09,2025-12
FFUSDT,2025-09-29,2026-01-20,2025-09-29,2026-01-19,2025-09,2025-12
EDENUSDT,2025-09-30,2026-01-20,2025-09-30,2026-01-19,2025-09,2025-12
NOMUSDT,2025-10-01,2026-01-20,2025-10-01,2026-01-19,2025-10,2025-12
2ZUSDT,2025-10-02,2026-01-20,2025-10-02,2026-01-19,2025-10,2025-12
MORPHOUSDT,2025-10-03,2026-01-20,2025-10-03,2026-01-19,2025-10,2025-12
ASTERUSDT,2025-10-06,2026-01-20,2025-10-06,2026-01-19,2025-10,2025-12
WALUSDT,2025-10-10,2026-01-20,2025-10-10,2026-01-19,2025-10,2025-12
EULUSDT,2025-10-13,2026-01-20,2025-10-13,2026-01-19,2025-10,2025-12
ENSOUSDT,2025-10-14,2026-01-20,2025-10-14,2026-01-19,2025-10,2025-12
YBUSDT,2025-10-15,2026-01-20,2025-10-15,2026-01-19,2025-10,2025-12
ZBTUSDT,2025-10-17,2026-01-20,2025-10-17,2026-01-19,2025-10,2025-12
TURTLEUSDT,2025-10-22,2026-01-20,2025-10-22,2026-01-19,2025-10,2025-12
GIGGLEUSDT,2025-10-25,2026-01-20,2025-10-25,2026-01-19,2025-10,2025-12
FUSDT,2025-10-25,2026-01-20,2025-10-25,2026-01-19,2025-10,2025-12
KITEUSDT,2025-11-03,2026-01-20,2025-11-03,2026-01-19,2025-11,2025-12
MMTUSDT,2025-11-04,2026-01-20,2025-11-04,2026-01-19,2025-11,2025-12
SAPIENUSDT,2025-11-06,2026-01-20,2025-11-06,2026-01-19,2025-11,2025-12
ALLOUSDT,2025-11-11,2026-01-20,2025-11-11,2026-01-19,2025-11,2025-12
BANKUSDT,2025-11-13,2026-01-20,2025-11-13,2026-01-19,2025-11,2025-12
METUSDT,2025-11-13,2026-01-20,2025-11-13,2026-01-19,2025-11,2025-12
ATUSDT,2025-11-27,2026-01-20,2025-11-27,2026-01-19,2025-11,2025-12
KGSTUSDT,2025-12-24,2026-01-20,2025-12-24,2026-01-19,2025-12,2025-12
BREVUSDT,2026-01-06,2026-01-20,2026-01-06,2026-01-19,2026-01,2025-12
币安人生USDT,2026-01-07,2026-01-20,2026-01-07,2026-01-19,2026-01,2025-12
ZKPUSDT,2026-01-07,2026-01-20,2026-01-07,2026-01-19,2026-01,2025-12
UUSDT,2026-01-13,2026-01-20,2026-01-13,2026-01-19,2026-01,2025-12
FRAXUSDT,2026-01-15,2026-01-20,2026-01-15,2026-01-19,2026-01,2025-12
FOGOUSDT,2026-01-15,2026-01-20,2026-01-15,2026-01-19,2026-01,2025-12
